FundingInstrumentGaLevel1,AmountGranted,FundingInstrumentGaReporting,FundingInstrumentGaReporting_De,FundingInstrumentGaReporting_Fr
Science communication,1608,Open Access Article,Open Access Artikel,Open Access Article
Science communication,5178,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2950,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2590,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1871,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2135,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1717,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2143,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2662,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2950,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2078,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1251,Open Access Article,Open Access Artikel,Open Access Article
Science communication,3214,Open Access Article,Open Access Artikel,Open Access Article
Careers,124000,Fellowships,Stipendien,Bourses 
Careers,122600,Fellowships,Stipendien,Bourses 
Careers,97300,Fellowships,Stipendien,Bourses 
Careers,124000,Fellowships,Stipendien,Bourses 
Careers,130228,Fellowships,Stipendien,Bourses 
Careers,115982,Fellowships,Stipendien,Bourses 
Careers,121000,Fellowships,Stipendien,Bourses 
Careers,116000,Fellowships,Stipendien,Bourses 
Careers,199000,Fellowships,Stipendien,Bourses 
Careers,143500,Fellowships,Stipendien,Bourses 
Careers,106723,Fellowships,Stipendien,Bourses 
Careers,116000,Fellowships,Stipendien,Bourses 
Careers,96600,Fellowships,Stipendien,Bourses 
Careers,98600,Fellowships,Stipendien,Bourses 
Careers,78600,Fellowships,Stipendien,Bourses 
Careers,120665,Fellowships,Stipendien,Bourses 
Careers,97200,Fellowships,Stipendien,Bourses 
Careers,118000,Fellowships,Stipendien,Bourses 
Careers,101900,Fellowships,Stipendien,Bourses 
Careers,100600,Fellowships,Stipendien,Bourses 
Careers,94577,Fellowships,Stipendien,Bourses 
Careers,124000,Fellowships,Stipendien,Bourses 
Careers,120600,Fellowships,Stipendien,Bourses 
Careers,124000,Fellowships,Stipendien,Bourses 
Programmes,297964,COST (European Cooperation in Science and Technology),COST (European Cooperation in Science and Technology),COST (European Cooperation in Science and Technology)
Science communication,6300,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,769337,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,311688,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,18500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,423676,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,522864,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,313782,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,274884,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,18500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,554368,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,397276,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Infrastructure,585000,R'EQUIP,R'EQUIP,R'EQUIP
Programmes,129510,Bridge - Proof of Concept,Bridge - Proof of Concept,Bridge - Proof of Concept
Project funding,316541,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,557258,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,345696,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,856724,Ambizione,Ambizione,Ambizione
Careers,868824,Ambizione,Ambizione,Ambizione
Science communication,17100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,19200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,18500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,28500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Infrastructure,226215,R'EQUIP,R'EQUIP,R'EQUIP
Infrastructure,396210,R'EQUIP,R'EQUIP,R'EQUIP
Infrastructure,317250,R'EQUIP,R'EQUIP,R'EQUIP
Science communication,8850,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Programmes,232184,COST (European Cooperation in Science and Technology),COST (European Cooperation in Science and Technology),COST (European Cooperation in Science and Technology)
Programmes,114600,Bridge - Proof of Concept,Bridge - Proof of Concept,Bridge - Proof of Concept
Programmes,249198,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Programmes,347228,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Programmes,2696338,Sinergia,Sinergia,Sinergia
Careers,399968,Ambizione,Ambizione,Ambizione
Careers,405440,Ambizione,Ambizione,Ambizione
Careers,896480,Ambizione,Ambizione,Ambizione
Programmes,335364,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Project funding,411720,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1740773,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,465091,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,272964,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,700990,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,366965,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Infrastructure,351000,R'EQUIP,R'EQUIP,R'EQUIP
Infrastructure,130500,R'EQUIP,R'EQUIP,R'EQUIP
Infrastructure,193500,R'EQUIP,R'EQUIP,R'EQUIP
Infrastructure,295879,R'EQUIP,R'EQUIP,R'EQUIP
Project funding,311564,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,553928,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,236964,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,10500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,260964,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,803892,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,716864,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,481964,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,837255,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,730945,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,541361,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,267417,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Infrastructure,1984746,FLARE,FLARE,FLARE
Science communication,199978,Agora,Agora,Agora
Programmes,327580,ERA-NET,ERA-NET,ERA-NET
Project funding,243834,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,698772,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,587385,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,242090,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,568731,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1363198,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,19200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,20600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,16600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,4500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,9900,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,14000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,21500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,7200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,9500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,1228671,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,12444,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,14760,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,12915,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,14500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,435601,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,2735,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,17500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,13080,Open Access Books,Open Access Bücher,Open Access Livres
